<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
GRN,D,20110912,000000,2.4264,2.4264,2.4264,2.4264,116,0
GRN,D,20110913,000000,2.435,2.5039,2.435,2.5039,1496,0
GRN,D,20110915,000000,2.5039,2.5039,2.4091,2.4952,1136,0
GRN,D,20110916,000000,2.4123,2.4123,2.4123,2.4123,955,0
GRN,D,20110919,000000,2.3404,2.3404,2.3404,2.3404,929,0
GRN,D,20110920,000000,2.3748,2.3748,2.3404,2.3404,2203,0
GRN,D,20110923,000000,2.3426,2.3513,2.3426,2.3513,23,0
GRN,D,20110926,000000,2.2371,2.2371,2.2371,2.2371,1133,0
GRN,D,20110928,000000,2.1511,2.2382,2.1511,2.2382,2359,0
GRN,D,20110929,000000,2.1423,2.2382,2.1423,2.2382,19874,0
GRN,D,20110930,000000,2.125,2.1336,2.1075,2.1075,3614,0
GRN,D,20111003,000000,2.1511,2.1511,2.1511,2.1511,697,0
GRN,D,20111005,000000,2.1771,2.1771,2.1771,2.1771,5,0
GRN,D,20111006,000000,2.09,2.09,2.09,2.09,1148,0
GRN,D,20111007,000000,2.0117,2.0117,1.9246,1.942,4364,0
GRN,D,20111010,000000,1.9158,1.9246,1.8984,1.8984,6775,0
GRN,D,20111011,000000,1.9072,1.9769,1.8898,1.9682,4022,0
GRN,D,20111012,000000,1.881,1.8984,1.8027,1.8984,3962,0
GRN,D,20111013,000000,1.8724,1.8724,1.8724,1.8724,1349,0
GRN,D,20111014,000000,1.881,1.881,1.881,1.881,769,0
GRN,D,20111018,000000,1.8462,1.8462,1.829,1.829,1315,0
GRN,D,20111021,000000,1.8898,1.8898,1.8898,1.8898,171,0
GRN,D,20111025,000000,1.8202,1.8202,1.8202,1.8202,31,0
GRN,D,20111028,000000,1.8548,1.8548,1.8548,1.8548,230,0
GRN,D,20111031,000000,1.8984,1.8984,1.8984,1.8984,1378,0
GRN,D,20111102,000000,1.881,1.881,1.881,1.881,1237,0
GRN,D,20111104,000000,1.8114,1.8114,1.8027,1.8027,1148,0
GRN,D,20111107,000000,1.8114,1.8114,1.8114,1.8114,415,0
GRN,D,20111109,000000,1.7591,1.7679,1.7505,1.7679,2354,0
GRN,D,20111110,000000,1.7679,1.7679,1.7679,1.7679,1293,0
GRN,D,20111114,000000,1.7505,1.7505,1.7418,1.7418,1792,0
GRN,D,20111115,000000,1.7418,1.8202,1.7418,1.8202,1521,0
GRN,D,20111116,000000,1.8114,1.8114,1.8114,1.8114,29320,0
GRN,D,20111121,000000,1.829,1.829,1.829,1.829,114,0
GRN,D,20111125,000000,1.7591,2.1771,1.7591,2.1771,7102,0
GRN,D,20111129,000000,2.0204,2.6038,1.942,1.942,5170,0
GRN,D,20111201,000000,1.9857,2.0727,1.9857,2.0727,1183,0
GRN,D,20111202,000000,2.0465,2.0814,2.0465,2.0814,573,0
GRN,D,20111208,000000,1.9857,1.9857,1.9158,1.9158,4156,0
GRN,D,20111209,000000,1.9158,1.9158,1.9158,1.9158,460,0
GRN,D,20111212,000000,1.9072,1.9072,1.9072,1.9072,861,0
GRN,D,20111216,000000,1.9332,1.9332,1.7591,1.7591,6189,0
GRN,D,20111219,000000,1.8027,1.8027,1.4107,1.4107,1435,0
GRN,D,20111220,000000,1.733,1.733,1.6111,1.6721,6844,0
GRN,D,20111222,000000,1.7243,1.9158,1.6721,1.7767,4498,0
GRN,D,20111223,000000,1.6982,1.6982,1.6982,1.6982,1494,0
GRN,D,20111227,000000,1.6721,2.003,1.6286,2.003,3219,0
GRN,D,20111228,000000,1.6895,2.212,1.6895,2.2032,1506,0
GRN,D,20111229,000000,1.6721,2.1162,1.6721,2.1162,5331,0
GRN,D,20120102,000000,2.0292,2.0292,1.8202,1.8202,1264,0
GRN,D,20120103,000000,1.9158,2.003,1.9158,2.003,1388,0
GRN,D,20120110,000000,1.8724,1.8724,1.6373,1.6373,1378,0
GRN,D,20120116,000000,1.881,1.881,1.794,1.794,1379,0
GRN,D,20120117,000000,1.9332,1.9332,1.9332,1.9332,1378,0
GRN,D,20120125,000000,1.9158,1.9158,1.9158,1.9158,832,0
GRN,D,20120127,000000,1.9594,1.9857,1.9594,1.9857,2271,0
GRN,D,20120202,000000,2.0465,2.0465,1.9594,1.9594,1285,0
GRN,D,20120203,000000,1.9594,1.9857,1.9594,1.9857,2727,0
GRN,D,20120206,000000,2.0465,2.0465,2.0465,2.0465,1263,0
GRN,D,20120208,000000,2.1945,2.4123,2.1945,2.2207,1684,0
GRN,D,20120209,000000,2.3078,2.3252,2.3078,2.3252,6079,0
GRN,D,20120214,000000,2.2468,2.2468,2.2468,2.2468,380,0
GRN,D,20120215,000000,2.2468,2.2468,2.2468,2.2468,740,0
GRN,D,20120216,000000,2.1771,2.1771,2.1771,2.1771,1148,0
GRN,D,20120220,000000,2.1771,2.1771,2.1771,2.1771,2296,0
GRN,D,20120221,000000,2.1075,2.1336,2.1075,2.1336,4096,0
GRN,D,20120222,000000,2.1075,2.1771,2.1075,2.1771,1159,0
GRN,D,20120223,000000,2.1771,2.1771,2.1771,2.1771,729,0
GRN,D,20120224,000000,2.125,2.125,2.125,2.125,1176,0
GRN,D,20120227,000000,2.1771,2.1771,2.1771,2.1771,1148,0
GRN,D,20120228,000000,2.1771,2.1771,2.1771,2.1771,1860,0
GRN,D,20120305,000000,2.1771,2.1771,2.1771,2.1771,1148,0
GRN,D,20120306,000000,2.1336,2.1771,2.1336,2.1771,1723,0
GRN,D,20120307,000000,2.1771,2.2294,2.1075,2.1075,12557,0
GRN,D,20120308,000000,2.0987,2.0987,2.0987,2.0987,1148,0
GRN,D,20120309,000000,2.1511,2.1945,2.1511,2.1771,3640,0
GRN,D,20120312,000000,2.1075,2.1075,2.1075,2.1075,1148,0
GRN,D,20120313,000000,2.064,2.064,2.064,2.064,2384,0
GRN,D,20120316,000000,2.064,2.064,2.064,2.064,1290,0
GRN,D,20120320,000000,1.9943,1.9943,1.9594,1.9594,1860,0
GRN,D,20120321,000000,1.9072,1.9072,1.9072,1.9072,249,0
GRN,D,20120326,000000,1.8984,1.8984,1.8984,1.8984,896,0
GRN,D,20120327,000000,1.9857,1.9857,1.9857,1.9857,1263,0
GRN,D,20120402,000000,2.0204,2.3688,2.0204,2.2642,18616,0
GRN,D,20120403,000000,2.3252,2.3252,2.3078,2.3078,1873,0
GRN,D,20120404,000000,2.2468,2.2468,2.2468,2.2468,1000,0
GRN,D,20120413,000000,2.1771,2.1771,2.1771,2.1771,2068,0
GRN,D,20120423,000000,2.1771,2.1771,2.1771,2.1771,114,0
GRN,D,20120424,000000,2.1162,2.1162,2.09,2.09,10125,0
GRN,D,20120514,000000,2.09,2.09,2.0551,2.09,1443,0
GRN,D,20120515,000000,2.0551,2.0551,2.0551,2.0551,971,0
GRN,D,20120516,000000,1.9682,1.9682,1.8984,1.8984,5550,0
GRN,D,20120517,000000,1.9594,1.9594,1.9594,1.9594,1285,0
GRN,D,20120521,000000,1.9332,1.9332,1.9332,1.9332,2296,0
GRN,D,20120523,000000,1.9246,1.9246,1.5763,1.8724,1670,0
GRN,D,20120528,000000,1.8462,1.8462,1.8462,1.8462,1378,0
GRN,D,20120529,000000,1.733,1.8637,1.733,1.8637,2991,0
GRN,D,20120530,000000,1.829,1.829,1.829,1.829,1378,0
GRN,D,20120531,000000,1.8898,2.1771,1.8898,2.1771,1923,0
GRN,D,20120606,000000,1.8637,1.8637,1.7418,1.8114,1666,0
GRN,D,20120608,000000,1.7853,1.7853,1.7853,1.7853,2211,0
GRN,D,20120614,000000,1.7853,1.7853,1.7853,1.7853,1419,0
GRN,D,20120615,000000,1.6895,1.6895,1.6546,1.6546,2675,0
GRN,D,20120618,000000,1.6633,1.6633,1.5763,1.6286,12920,0
GRN,D,20120619,000000,1.6459,1.9332,1.6459,1.9332,1550,0
GRN,D,20120620,000000,2.2642,2.2642,1.4544,1.4544,3458,0
GRN,D,20120621,000000,1.6546,1.6546,1.55,1.5587,1675,0
GRN,D,20120622,000000,1.5587,1.6199,1.5587,1.6199,1740,0
GRN,D,20120625,000000,1.5587,1.5587,1.5587,1.5587,3519,0
GRN,D,20120626,000000,1.6199,1.6721,1.5849,1.5849,3331,0
GRN,D,20120627,000000,1.5587,1.5763,1.524,1.5763,1422,0
GRN,D,20120628,000000,1.4806,1.8202,1.4806,1.4892,2043,0
GRN,D,20120629,000000,1.628,1.7862,1.628,1.7422,6010,0
GRN,D,20120702,000000,1.6024,1.6024,1.3933,1.3933,21544,0
GRN,D,20120703,000000,1.437,1.437,1.1147,1.3325,8430,0
GRN,D,20120705,000000,1.3325,1.4196,1.1234,1.3933,9754,0
GRN,D,20120706,000000,1.437,1.437,1.437,1.437,1838,0
GRN,D,20120709,000000,1.4456,1.7243,1.437,1.7157,23623,0
GRN,D,20120710,000000,1.733,1.8202,1.4631,1.7243,6674,0
GRN,D,20120711,000000,1.7243,1.7243,1.4806,1.4806,30328,0
GRN,D,20120712,000000,1.5763,1.5763,1.437,1.5415,26540,0
GRN,D,20120713,000000,1.4718,1.7068,1.4718,1.6982,7300,0
GRN,D,20120716,000000,1.5066,1.6982,1.3585,1.6982,8096,0
GRN,D,20120718,000000,1.498,1.5066,1.498,1.5066,1954,0
GRN,D,20120719,000000,1.5066,1.8027,1.5066,1.794,31819,0
GRN,D,20120720,000000,1.8114,2.1336,1.7243,2.1162,10279,0
GRN,D,20120723,000000,1.733,2.0204,1.733,2.0204,3242,0
GRN,D,20120724,000000,1.7418,2.421,1.7418,2.421,5218,0
GRN,D,20120726,000000,2.003,2.2555,1.9332,2.2468,12534,0
GRN,D,20120727,000000,2.2207,2.3513,2.0551,2.3513,7464,0
GRN,D,20120730,000000,2.0551,2.4733,2.0551,2.1771,3664,0
GRN,D,20120731,000000,2.2614,2.4814,1.7862,2.4814,10385,0
GRN,D,20120801,000000,2.482,2.5169,2.3426,2.3426,1482,0
GRN,D,20120803,000000,2.3078,2.3078,2.2468,2.2468,1092,0
GRN,D,20120806,000000,2.2468,2.2468,2.1336,2.1336,1148,0
GRN,D,20120807,000000,2.2207,2.4384,1.8027,2.3862,11974,0
GRN,D,20120808,000000,2.064,2.3862,1.9943,1.9943,3790,0
GRN,D,20120809,000000,1.9857,2.3688,1.8898,2.3688,8642,0
GRN,D,20120810,000000,1.9682,2.2642,1.942,2.2642,3859,0
GRN,D,20120813,000000,2.0292,2.2207,1.8114,2.2207,13440,0
GRN,D,20120814,000000,1.9943,2.3775,1.9332,2.3775,18093,0
GRN,D,20120816,000000,2.1685,2.3513,2.0814,2.3513,3646,0
GRN,D,20120822,000000,2.064,2.2642,2.064,2.2642,13610,0
GRN,D,20120823,000000,2.0814,2.2642,1.9682,2.0292,3822,0
GRN,D,20120824,000000,2.1162,2.2642,2.0465,2.1945,3217,0
GRN,D,20120827,000000,2.1598,2.1598,2.1598,2.1598,1812,0
GRN,D,20120830,000000,2.3602,2.3602,2.3602,2.3602,1148,0
GRN,D,20120831,000000,2.1822,2.3583,1.971,2.3583,6145,0
GRN,D,20120903,000000,2.2382,2.2382,2.2382,2.2382,573,0
GRN,D,20120904,000000,2.1945,2.1945,2.1511,2.1511,1838,0
GRN,D,20120905,000000,2.1734,2.1734,2.1734,2.1734,70,0
GRN,D,20120906,000000,2.09,2.09,2.0204,2.0204,1838,0
GRN,D,20120907,000000,2.064,2.2642,1.9332,1.9332,3446,0
GRN,D,20120910,000000,1.9158,2.1511,1.794,2.1511,7267,0
GRN,D,20120912,000000,1.829,1.9072,1.8202,1.8202,1724,0
GRN,D,20120913,000000,1.794,2.1423,1.4718,2.1336,15015,0
GRN,D,20120914,000000,1.7068,2.1336,1.7068,2.125,11384,0
GRN,D,20120917,000000,2.0727,2.0727,2.0727,2.0727,7710,0
GRN,D,20120918,000000,1.829,2.1075,1.7679,2.0727,3165,0
GRN,D,20120920,000000,1.829,2.1162,1.829,2.1162,2873,0
GRN,D,20120925,000000,1.9072,2.09,1.9072,2.09,4709,0
GRN,D,20121004,000000,1.883,2.3054,1.6719,2.3054,16053,0
GRN,D,20121005,000000,1.9158,2.3949,1.9158,2.3949,96112,0
GRN,D,20121008,000000,2.0814,2.6038,2.0814,2.6038,12414,0
GRN,D,20121009,000000,2.5255,2.5863,2.1423,2.5255,8546,0
GRN,D,20121011,000000,2.3602,2.6038,2.1423,2.6038,2325,0
GRN,D,20121018,000000,2.3513,2.6038,2.1771,2.5605,7663,0
GRN,D,20121019,000000,2.2614,2.5869,2.0591,2.5869,5945,0
GRN,D,20121023,000000,2.3934,2.6045,2.3496,2.6045,2897,0
GRN,D,20121024,000000,2.4199,2.4199,2.4199,2.4199,2,0
GRN,D,20121026,000000,2.4199,2.6045,2.1384,2.3934,7293,0
GRN,D,20121029,000000,2.367,2.6045,2.367,2.6045,3348,0
GRN,D,20121030,000000,2.4638,2.6045,2.4463,2.5343,1240,0
GRN,D,20121031,000000,2.4638,2.9919,2.4638,2.9919,4172,0
GRN,D,20121102,000000,2.9919,3.4053,2.9919,3.4053,1210,0
GRN,D,20121105,000000,2.7278,3.1678,2.7278,3.1678,1784,0
GRN,D,20121106,000000,2.7366,3.1237,2.191,3.1237,1547,0
GRN,D,20121107,000000,2.6485,2.6485,2.5518,2.5518,1761,0
GRN,D,20121109,000000,2.5518,2.5518,2.5518,2.5518,580,0
GRN,D,20121112,000000,2.4814,2.8951,2.4814,2.8951,3973,0
GRN,D,20121119,000000,2.4638,2.6485,2.4638,2.6485,627,0
GRN,D,20121120,000000,2.4814,2.8422,2.3142,2.7982,11050,0
GRN,D,20121121,000000,2.4814,2.8158,2.4814,2.7982,2972,0
GRN,D,20121123,000000,2.6398,2.6398,2.2526,2.6398,5515,0
GRN,D,20121126,000000,2.4551,2.4551,2.4551,2.4551,3,0
GRN,D,20121128,000000,2.4551,2.7718,2.2262,2.6925,7069,0
GRN,D,20121130,000000,2.5958,2.6838,2.279,2.6838,11967,0
GRN,D,20121212,000000,2.4638,2.4638,2.4638,2.4638,113,0
GRN,D,20121214,000000,2.5518,2.6838,2.3758,2.6838,21137,0
GRN,D,20121220,000000,2.4111,2.6838,2.4111,2.6838,4241,0
GRN,D,20121221,000000,2.2086,2.6838,2.2086,2.6838,2,0
GRN,D,20121227,000000,2.6838,2.6838,2.6838,2.6838,4,0
GRN,D,20121228,000000,2.3054,2.6838,2.3054,2.6749,7846,0
GRN,D,20130102,000000,2.3583,2.5958,2.3583,2.5958,2499,0
GRN,D,20130103,000000,2.5958,2.5958,2.5958,2.5958,392,0
GRN,D,20130110,000000,2.5518,2.5518,2.367,2.367,683,0
GRN,D,20130125,000000,2.5518,2.5518,2.5518,2.5518,1,0
GRN,D,20130206,000000,2.3758,2.3758,2.3319,2.3319,327710,0
GRN,D,20130225,000000,2.1999,2.1999,2.1999,2.1999,341,0
GRN,D,20130226,000000,2.1999,2.1999,2.1999,2.1999,681,0
GRN,D,20130301,000000,2.2086,2.631,1.8302,2.1999,2292,0
GRN,D,20130308,000000,2.2702,2.631,2.2702,2.631,1070,0
GRN,D,20130311,000000,2.3847,2.8686,2.3847,2.8686,683,0
GRN,D,20130321,000000,2.543,2.8334,2.3758,2.7982,11139,0
GRN,D,20130325,000000,2.631,2.8158,2.631,2.8158,593,0
GRN,D,20130327,000000,2.631,2.7718,2.631,2.7718,4136,0
GRN,D,20130328,000000,2.631,3.0797,2.4374,3.0797,26272,0
GRN,D,20130402,000000,2.7894,2.9038,2.7894,2.9038,653,0
GRN,D,20130403,000000,2.7807,2.9038,2.3232,2.6398,640,0
GRN,D,20130404,000000,2.5958,2.5958,2.5958,2.5958,586,0
GRN,D,20130405,000000,2.6045,2.6045,2.6045,2.6045,694,0
GRN,D,20130408,000000,2.6223,3.0358,2.6045,2.6045,1855,0
GRN,D,20130409,000000,2.5958,2.5958,2.5958,2.5958,518,0
GRN,D,20130412,000000,2.1999,2.1999,2.1999,2.1999,1,0
GRN,D,20130415,000000,1.7686,2.4199,1.7686,2.4199,6,0
GRN,D,20130429,000000,2.6135,3.0358,2.6135,3.0358,860,0
GRN,D,20130430,000000,3.0358,3.291,2.7366,3.2821,4991,0
GRN,D,20130506,000000,2.8951,2.8951,2.8951,2.8951,625,0
GRN,D,20130507,000000,2.7455,2.7455,2.7455,2.7455,557,0
GRN,D,20130510,000000,2.7455,2.7455,2.7455,2.7455,43185,0
GRN,D,20130521,000000,2.8158,2.8158,2.8158,2.8158,635,0
GRN,D,20130523,000000,2.7278,2.7278,2.7278,2.7278,580,0
GRN,D,20130611,000000,2.543,2.9038,2.543,2.9038,1205,0
GRN,D,20130612,000000,2.6838,2.9038,2.6838,2.8158,2499,0
GRN,D,20130619,000000,2.6398,2.9038,2.6398,2.9038,3164,0
GRN,D,20130625,000000,2.6398,2.8598,2.6398,2.8598,2273,0
GRN,D,20130704,000000,2.6398,2.6398,2.1645,2.1645,569,0
GRN,D,20130705,000000,2.6398,2.6398,2.6398,2.6398,568,0
GRN,D,20130708,000000,2.6838,2.6838,2.6838,2.6838,602,0
GRN,D,20130718,000000,2.6398,2.6398,2.6398,2.6398,525,0
GRN,D,20130724,000000,2.4902,2.6398,2.4902,2.6398,9,0
GRN,D,20130726,000000,2.4902,2.4902,2.3758,2.3758,651,0
GRN,D,20130729,000000,1.9359,2.5079,1.9359,2.5079,711,0
GRN,D,20130730,000000,2.5518,2.8158,2.5518,2.8158,1477,0
GRN,D,20130801,000000,2.4638,2.4638,2.4638,2.4638,1,0
GRN,D,20130808,000000,2.5167,2.5167,2.5167,2.5167,636,0
GRN,D,20130809,000000,2.4638,2.4638,2.4638,2.4638,625,0
GRN,D,20130812,000000,2.279,2.279,2.279,2.279,1,0
GRN,D,20130813,000000,2.4199,2.4199,2.4199,2.4199,624,0
GRN,D,20130820,000000,2.4638,2.4638,2.4638,2.4638,113,0
GRN,D,20130828,000000,2.4638,2.4638,2.4638,2.4638,227,0
GRN,D,20130902,000000,2.279,2.7191,2.1206,2.7191,1446,0
GRN,D,20130904,000000,2.2614,2.7191,2.0943,2.7191,1354,0
GRN,D,20130909,000000,2.3319,2.4902,2.3319,2.4902,649,0
GRN,D,20130910,000000,2.3319,2.4902,1.9182,2.4902,1386,0
GRN,D,20130911,000000,2.1645,2.4902,2.1645,2.4902,1013,0
GRN,D,20130912,000000,2.4638,2.4638,2.4638,2.4638,428,0
GRN,D,20130913,000000,2.4638,2.4638,2.4638,2.4638,10,0
GRN,D,20130916,000000,2.7101,2.7101,2.7101,2.7101,69,0
GRN,D,20130919,000000,2.4638,2.7101,2.4638,2.7101,1194,0
GRN,D,20130923,000000,2.7101,2.7101,2.7101,2.7101,23,0
GRN,D,20130925,000000,2.5079,2.7101,2.5079,2.7101,1273,0
GRN,D,20130926,000000,2.3319,2.6398,2.3319,2.4727,15,0
GRN,D,20130927,000000,2.4727,2.6398,2.4727,2.6398,114,0
GRN,D,20130930,000000,2.4727,2.9038,2.4727,2.9038,11549,0
GRN,D,20131001,000000,2.6398,2.6838,2.6398,2.6838,1194,0
GRN,D,20131002,000000,2.6045,2.6045,2.0943,2.0943,855,0
GRN,D,20131003,000000,2.0063,2.0063,2.0063,2.0063,1,0
GRN,D,20131004,000000,2.5518,2.5518,2.5518,2.5518,597,0
GRN,D,20131007,000000,2.3758,2.9038,2.3758,2.9038,1380,0
GRN,D,20131008,000000,2.7718,2.9038,2.7718,2.9038,754,0
GRN,D,20131010,000000,2.9038,2.9038,2.9038,2.9038,6819,0
GRN,D,20131014,000000,2.6398,2.8862,2.6398,2.8862,1524,0
GRN,D,20131022,000000,2.8422,2.8422,2.8422,2.8422,47,0
GRN,D,20131029,000000,2.8422,2.8422,2.8422,2.8422,5,0
GRN,D,20131106,000000,2.6398,2.6398,2.6398,2.6398,962,0
GRN,D,20131118,000000,2.6749,2.6749,2.6749,2.6749,7,0
GRN,D,20131126,000000,2.6398,2.6398,2.6398,2.6398,10,0
GRN,D,20131129,000000,2.6749,2.9038,2.6749,2.9038,7151,0
GRN,D,20131210,000000,2.7278,2.9038,2.5518,2.8158,1703,0
GRN,D,20131212,000000,2.7278,2.7278,2.5518,2.7191,20,0
GRN,D,20131217,000000,2.5518,2.8071,2.5518,2.8071,58,0
GRN,D,20131220,000000,2.5518,2.7191,2.5518,2.7191,739,0
GRN,D,20131223,000000,2.7191,2.7278,2.5518,2.7278,1454,0
GRN,D,20140102,000000,2.7278,3.2733,2.7278,3.2733,569,0
GRN,D,20140103,000000,2.8071,2.8071,2.8071,2.8071,169,0
GRN,D,20140107,000000,2.2878,2.7455,2.2878,2.7455,2,0
GRN,D,20140108,000000,2.5518,2.5518,2.5518,2.5518,74,0
GRN,D,20140114,000000,2.4727,2.4727,2.4727,2.4727,568,0
GRN,D,20140120,000000,2.4463,2.4463,2.4463,2.4463,169,0
GRN,D,20140121,000000,2.4463,2.4463,2.4463,2.4463,324,0
GRN,D,20140124,000000,2.4638,2.4638,2.4638,2.4638,39,0
GRN,D,20140127,000000,2.5518,2.5518,2.5518,2.5518,205,0
GRN,D,20140203,000000,2.5518,2.6398,2.5518,2.6398,1139,0
GRN,D,20140210,000000,2.5167,2.5167,2.5079,2.5079,870,0
GRN,D,20140211,000000,2.2966,2.4463,2.2878,2.4463,39774,0
GRN,D,20140213,000000,2.6398,2.7894,2.3758,2.7894,9702,0
GRN,D,20140214,000000,2.7278,2.8598,2.3847,2.7278,18258,0
GRN,D,20140218,000000,2.6398,2.6398,2.6398,2.6398,1136,0
GRN,D,20140219,000000,2.7101,2.7191,2.6398,2.6398,11365,0
GRN,D,20140221,000000,2.6398,2.6398,2.6398,2.6398,966,0
GRN,D,20140224,000000,2.5518,2.5518,2.5518,2.5518,1,0
GRN,D,20140225,000000,2.543,2.6398,2.543,2.5869,297180,0
GRN,D,20140226,000000,2.6398,2.6838,2.6398,2.6838,171029,0
GRN,D,20140227,000000,2.5518,2.9038,2.543,2.9038,4579,0
GRN,D,20140304,000000,2.6398,2.6398,2.6398,2.6398,1136,0
GRN,D,20140305,000000,2.7807,2.7807,2.7807,2.7807,1681,0
GRN,D,20140306,000000,2.6398,2.6398,2.6398,2.6398,2279,0
GRN,D,20140307,000000,2.5958,2.8158,2.5958,2.8158,1372,0
GRN,D,20140310,000000,2.6838,2.9038,2.6838,2.9038,2633,0
GRN,D,20140401,000000,2.8158,2.8158,2.8158,2.8158,183,0
GRN,D,20140407,000000,2.5518,2.7278,2.5518,2.7278,659,0
GRN,D,20140411,000000,2.8951,2.8951,2.8951,2.8951,456,0
GRN,D,20140414,000000,2.7101,2.7101,2.7101,2.7101,580,0
GRN,D,20140415,000000,2.6398,2.6398,2.6398,2.6398,341,0
GRN,D,20140416,000000,2.5518,2.5518,2.5518,2.5518,175041,0
