<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AMB,D,20050803,000000,5.1245,5.1519,5.0427,5.1519,2462,0
AMB,D,20050804,000000,5.0427,5.1245,5.0427,5.1245,793,0
AMB,D,20050805,000000,5.0972,5.1519,5.0972,5.1519,19683,0
AMB,D,20050808,000000,5.1519,5.1519,5.0972,5.1519,2217,0
AMB,D,20050809,000000,5.0972,5.0972,5.0972,5.0972,1576,0
AMB,D,20050810,000000,5.0972,5.0972,5.0972,5.0972,1667,0
AMB,D,20050811,000000,5.0972,5.0972,5.0972,5.0972,7863,0
AMB,D,20050812,000000,5.0972,5.0972,5.0972,5.0972,62457,0
AMB,D,20050816,000000,5.0972,5.1245,5.0972,5.1245,7637,0
AMB,D,20050817,000000,5.1245,5.2555,5.1245,5.2555,138697,0
AMB,D,20050818,000000,5.2828,5.5229,5.2828,5.3375,92982,0
AMB,D,20050819,000000,5.4464,5.4957,5.3646,5.4739,13184,0
AMB,D,20050822,000000,5.4739,5.9813,5.4739,5.9813,134820,0
AMB,D,20050823,000000,5.9813,5.9813,5.714,5.7358,32270,0
AMB,D,20050824,000000,5.6593,5.7358,5.6321,5.6593,22421,0
AMB,D,20050825,000000,5.6321,5.7358,5.6048,5.6866,10384,0
AMB,D,20050826,000000,5.6048,5.714,5.6048,5.6321,7161,0
AMB,D,20050829,000000,5.3921,5.6593,5.3921,5.6048,29695,0
AMB,D,20050830,000000,5.6321,5.6866,5.6048,5.6593,17996,0
AMB,D,20050831,000000,5.6593,5.6866,5.6048,5.6048,62572,0
AMB,D,20050901,000000,5.6048,5.6321,5.4192,5.6321,86268,0
AMB,D,20050902,000000,5.5229,5.6321,5.4957,5.4957,22375,0
AMB,D,20050905,000000,5.4957,5.714,5.4957,5.6593,112282,0
AMB,D,20050906,000000,5.6593,5.6593,5.4739,5.4739,66780,0
AMB,D,20050907,000000,5.6048,5.6593,5.4192,5.6321,43844,0
AMB,D,20050908,000000,5.6593,5.714,5.6048,5.6048,27009,0
AMB,D,20050909,000000,5.6048,5.6593,5.5775,5.5775,5967,0
AMB,D,20050912,000000,5.6048,5.714,5.5229,5.6593,5524,0
AMB,D,20050913,000000,5.6593,5.6593,5.6048,5.6321,10117,0
AMB,D,20050914,000000,5.6048,5.6593,5.6048,5.6593,3222,0
AMB,D,20050915,000000,5.5229,5.6593,5.5229,5.6593,14306,0
AMB,D,20050916,000000,5.6593,5.6593,5.6321,5.6593,4142,0
AMB,D,20050919,000000,5.6048,5.7631,5.6048,5.7631,94822,0
AMB,D,20050920,000000,5.7358,5.7358,5.714,5.714,2641,0
AMB,D,20050921,000000,5.6048,5.6866,5.6048,5.6866,3964,0
AMB,D,20050922,000000,5.6048,5.6593,5.6048,5.6593,3878,0
AMB,D,20050923,000000,5.6048,5.6593,5.4957,5.6048,254543,0
AMB,D,20050926,000000,5.5502,5.6593,5.5502,5.6593,89017,0
AMB,D,20050927,000000,5.6048,5.6048,5.4192,5.4739,121877,0
AMB,D,20050928,000000,5.4957,5.4957,5.4464,5.4464,38641,0
AMB,D,20050929,000000,5.4464,5.4464,5.3921,5.3921,1333,0
AMB,D,20050930,000000,5.3921,5.4192,5.3646,5.4192,3005,0
AMB,D,20051003,000000,5.3921,5.3921,5.2337,5.3921,196366,0
AMB,D,20051004,000000,5.3375,5.3646,5.2828,5.3375,16051,0
AMB,D,20051005,000000,5.3102,5.3375,5.3102,5.3375,10597,0
AMB,D,20051006,000000,5.2828,5.2828,5.2828,5.2828,1344,0
AMB,D,20051007,000000,5.2337,5.2555,5.2337,5.2337,22099,0
AMB,D,20051010,000000,5.2337,5.2828,5.2337,5.2828,20805,0
AMB,D,20051011,000000,5.2063,5.2828,5.2063,5.2828,4844,0
AMB,D,20051012,000000,5.2828,5.2828,5.1791,5.1791,494,0
AMB,D,20051013,000000,5.2063,5.2063,5.2063,5.2063,678,0
AMB,D,20051014,000000,5.1791,5.2337,5.1791,5.2337,1128,0
AMB,D,20051017,000000,5.0155,5.2555,5.0155,5.2555,934,0
AMB,D,20051019,000000,4.8843,5.2555,4.8843,5.2555,4265,0
AMB,D,20051020,000000,5.0972,5.2555,5.0972,5.2555,2920,0
AMB,D,20051021,000000,5.0699,5.2555,5.0699,5.2555,2874,0
AMB,D,20051024,000000,5.2337,5.2555,5.2337,5.2555,3708,0
AMB,D,20051025,000000,5.2063,5.2828,5.2063,5.2828,9350,0
AMB,D,20051026,000000,5.2337,5.3102,5.2063,5.3102,16152,0
AMB,D,20051028,000000,5.1791,5.3375,5.1791,5.3375,2893,0
AMB,D,20051031,000000,5.3375,5.6048,5.3375,5.3646,11982,0
AMB,D,20051102,000000,5.3375,5.3646,5.3375,5.3646,802,0
AMB,D,20051103,000000,5.3921,5.3921,5.3921,5.3921,1909,0
AMB,D,20051104,000000,5.3921,5.3921,5.2555,5.3921,1639,0
AMB,D,20051107,000000,5.2337,5.3375,5.2337,5.3375,1575,0
AMB,D,20051108,000000,5.3375,5.3375,5.1791,5.3375,758,0
AMB,D,20051109,000000,5.3375,5.3921,5.3375,5.3921,1068,0
AMB,D,20051110,000000,5.3375,5.3921,5.2828,5.3921,1314,0
AMB,D,20051114,000000,5.3375,5.3921,5.3375,5.3921,11436,0
AMB,D,20051115,000000,5.3375,5.3375,5.3375,5.3375,570,0
AMB,D,20051116,000000,5.3921,5.4464,5.3375,5.3375,24954,0
AMB,D,20051117,000000,5.3375,5.5775,5.3375,5.5775,16353,0
AMB,D,20051118,000000,5.5502,5.6048,5.4957,5.5502,91317,0
AMB,D,20051121,000000,5.5229,5.5229,5.5229,5.5229,863,0
AMB,D,20051122,000000,5.3646,5.6048,5.3646,5.5229,21191,0
AMB,D,20051123,000000,5.5229,5.5775,5.5229,5.5775,3398,0
AMB,D,20051124,000000,5.6048,5.6593,5.5229,5.5502,7698,0
AMB,D,20051125,000000,5.5229,5.5229,5.4192,5.4464,6128,0
AMB,D,20051128,000000,5.4739,5.5775,5.3646,5.5502,2320,0
AMB,D,20051129,000000,5.5502,5.6321,5.4192,5.6321,29365,0
AMB,D,20051130,000000,5.6321,5.6321,5.6048,5.6048,324,0
AMB,D,20051201,000000,5.4739,5.6321,5.4739,5.6321,60952,0
AMB,D,20051202,000000,5.6321,5.6321,5.5775,5.6048,2946,0
AMB,D,20051205,000000,5.4739,5.5775,5.4739,5.5775,520,0
AMB,D,20051206,000000,5.4464,5.5775,5.4464,5.5775,1119,0
AMB,D,20051207,000000,5.5775,5.6321,5.5775,5.6048,4066,0
AMB,D,20051208,000000,5.6048,5.6593,5.6048,5.6593,1041,0
AMB,D,20051209,000000,5.6593,5.6593,5.6321,5.6321,1235,0
AMB,D,20051212,000000,5.6321,5.6593,5.5775,5.6048,4689,0
AMB,D,20051213,000000,5.5775,5.6048,5.5229,5.6048,2525,0
AMB,D,20051214,000000,5.5502,5.6866,5.5229,5.6593,95369,0
AMB,D,20051215,000000,5.6593,5.714,5.6321,5.714,22818,0
AMB,D,20051216,000000,5.6048,5.8723,5.6048,5.8723,26867,0
AMB,D,20051219,000000,5.8723,5.8723,5.7411,5.8723,4622,0
AMB,D,20051220,000000,5.8723,5.8723,5.7411,5.8723,7875,0
AMB,D,20051221,000000,5.8723,5.8723,5.823,5.8449,11420,0
AMB,D,20051222,000000,5.7959,6.0906,5.7959,6.0906,55163,0
AMB,D,20051223,000000,6.145,6.4126,6.145,6.4126,22068,0
AMB,D,20051227,000000,6.5215,7.0068,6.4671,6.658,21289,0
AMB,D,20051228,000000,6.6306,6.6856,6.3306,6.3306,11047,0
AMB,D,20051229,000000,6.1998,6.4126,5.8995,5.8995,32266,0
AMB,D,20051230,000000,5.8723,6.036,5.8723,5.9268,3716,0
AMB,D,20060102,000000,5.7959,6.0633,5.7959,6.0633,3298,0
AMB,D,20060103,000000,5.9542,6.1998,5.9542,6.1723,26468,0
AMB,D,20060104,000000,6.0906,6.1998,6.0906,6.1998,60213,0
AMB,D,20060105,000000,6.1998,6.1998,6.0633,6.1178,29923,0
AMB,D,20060106,000000,6.1178,6.2542,6.1178,6.227,210319,0
AMB,D,20060109,000000,6.227,6.3579,5.9542,6.2542,37802,0
AMB,D,20060110,000000,6.3579,6.4126,6.3579,6.4126,2134,0
AMB,D,20060111,000000,6.3853,6.4399,6.3853,6.4399,126964,0
AMB,D,20060112,000000,6.4671,6.658,6.4671,6.658,47246,0
AMB,D,20060113,000000,6.5762,6.7076,6.4671,6.7076,75849,0
AMB,D,20060116,000000,6.6306,6.7076,6.5762,6.7076,23314,0
AMB,D,20060117,000000,6.7076,6.7344,6.5215,6.6306,2449,0
AMB,D,20060118,000000,6.4943,6.6306,6.4943,6.6306,2819,0
AMB,D,20060119,000000,6.5762,6.5762,6.4943,6.5215,3755,0
AMB,D,20060120,000000,6.5215,6.5215,6.4671,6.4671,4385,0
AMB,D,20060123,000000,6.4399,6.7344,6.3853,6.7344,4768,0
AMB,D,20060124,000000,6.7076,6.7076,6.5215,6.5215,937,0
AMB,D,20060125,000000,6.5215,6.6856,6.5215,6.6856,8943,0
AMB,D,20060126,000000,6.6856,6.6856,6.5762,6.6037,3645,0
AMB,D,20060127,000000,6.6037,6.6856,6.6037,6.658,10964,0
AMB,D,20060130,000000,6.6856,6.6856,6.4671,6.6856,6719,0
AMB,D,20060131,000000,6.6856,6.6856,6.6856,6.6856,97,0
AMB,D,20060201,000000,6.4671,6.6037,6.4399,6.4671,3385,0
AMB,D,20060202,000000,6.4943,6.658,6.4943,6.5215,5273,0
AMB,D,20060203,000000,6.5762,6.5762,6.4399,6.5215,5049,0
AMB,D,20060206,000000,6.5215,6.5215,6.3306,6.3306,1608,0
AMB,D,20060207,000000,6.4671,6.6856,5.9813,6.5762,16383,0
AMB,D,20060208,000000,6.5215,6.5762,6.5215,6.5215,1264,0
AMB,D,20060209,000000,6.5762,6.5762,6.5215,6.5762,1512,0
AMB,D,20060210,000000,6.5215,6.6306,6.5215,6.6306,4086,0
AMB,D,20060213,000000,6.5488,6.7076,6.5488,6.7076,95540,0
AMB,D,20060214,000000,6.6856,7.0068,6.658,6.8975,15663,0
AMB,D,20060215,000000,7.2202,7.6795,7.0068,7.1934,93858,0
AMB,D,20060216,000000,7.3567,7.4113,7.0617,7.2478,15571,0
AMB,D,20060217,000000,7.2478,7.5964,7.1161,7.5964,43241,0
AMB,D,20060220,000000,7.6518,7.6518,7.33,7.5481,32979,0
AMB,D,20060221,000000,7.7055,8.0815,7.5964,8.0281,36166,0
AMB,D,20060222,000000,8.1372,8.1915,7.7608,7.7608,16378,0
AMB,D,20060223,000000,7.8426,7.8426,7.7332,7.8155,227946,0
AMB,D,20060224,000000,7.8155,7.8155,7.4667,7.5481,71222,0
AMB,D,20060227,000000,7.5696,7.7876,7.5696,7.5964,51294,0
AMB,D,20060228,000000,7.5964,7.5964,7.4113,7.5964,65941,0
AMB,D,20060301,000000,7.6795,7.6795,7.3845,7.5204,233558,0
AMB,D,20060302,000000,7.5964,7.5964,7.33,7.33,86267,0
AMB,D,20060303,000000,7.5204,7.5204,7.2478,7.4113,20606,0
AMB,D,20060306,000000,7.4389,7.8426,7.4389,7.7876,25424,0
AMB,D,20060307,000000,7.7876,7.8155,7.5481,7.7608,268636,0
AMB,D,20060308,000000,7.4667,7.7332,7.4667,7.7332,160019,0
AMB,D,20060309,000000,7.4928,8.0002,7.4928,8.0002,21903,0
AMB,D,20060310,000000,8.1372,8.1372,7.6795,8.0815,43084,0
AMB,D,20060313,000000,8.1094,8.1094,7.8697,8.0281,6964,0
AMB,D,20060314,000000,7.8697,7.8697,7.7876,7.7876,60184,0
AMB,D,20060315,000000,7.7608,7.8697,7.7608,7.8426,209333,0
AMB,D,20060316,000000,7.8697,7.9248,7.7876,7.9248,69670,0
AMB,D,20060317,000000,7.9248,8.0815,7.9248,8.0815,28019,0
AMB,D,20060320,000000,8.0815,8.5412,8.0815,8.4095,273446,0
AMB,D,20060321,000000,8.458,8.8135,8.458,8.6226,543074,0
AMB,D,20060322,000000,8.6226,8.8135,8.4095,8.7318,359708,0
AMB,D,20060323,000000,8.7859,8.8421,8.5949,8.7318,230152,0
AMB,D,20060324,000000,8.7318,8.7318,8.2465,8.6771,82134,0
AMB,D,20060327,000000,8.5135,8.6771,8.4095,8.5135,30561,0
AMB,D,20060328,000000,8.2465,8.6771,8.2465,8.3566,49850,0
AMB,D,20060329,000000,8.3003,8.4095,8.1652,8.3566,11689,0
AMB,D,20060330,000000,8.5949,8.6771,8.458,8.6226,210931,0
AMB,D,20060331,000000,8.6226,8.8135,8.3566,8.4095,18160,0
AMB,D,20060403,000000,8.5135,8.5135,8.1915,8.4095,12409,0
AMB,D,20060404,000000,8.5135,8.7859,8.4095,8.7584,76933,0
AMB,D,20060405,000000,8.7584,8.8421,8.568,8.7859,23307,0
AMB,D,20060406,000000,8.7859,8.8901,8.6771,8.8421,33306,0
AMB,D,20060407,000000,8.8901,9.1634,8.8421,8.9444,143193,0
AMB,D,20060410,000000,9.1084,9.1084,8.7584,8.8421,75146,0
AMB,D,20060411,000000,8.7859,8.9996,8.458,8.704,32868,0
AMB,D,20060412,000000,8.704,8.7859,8.568,8.6771,45097,0
AMB,D,20060413,000000,8.6226,8.704,8.5135,8.6226,1834,0
AMB,D,20060418,000000,8.704,8.704,8.5135,8.568,7358,0
AMB,D,20060419,000000,8.5412,8.704,8.5135,8.6503,21586,0
AMB,D,20060420,000000,8.7318,8.8135,8.5949,8.7318,64608,0
AMB,D,20060421,000000,8.7318,8.7318,8.568,8.6226,77626,0
AMB,D,20060424,000000,8.568,8.8421,8.5135,8.6226,46372,0
AMB,D,20060425,000000,8.568,8.6226,8.568,8.6226,5217,0
AMB,D,20060426,000000,8.6226,8.6226,8.5135,8.568,4931,0
AMB,D,20060427,000000,8.704,8.704,8.0815,8.3566,96648,0
AMB,D,20060428,000000,8.1915,8.3566,8.1915,8.3566,101130,0
AMB,D,20060502,000000,8.3566,8.6226,8.3003,8.3003,54757,0
AMB,D,20060504,000000,8.3003,8.7859,8.3003,8.6226,185472,0
AMB,D,20060505,000000,8.6771,8.7318,8.458,8.5412,53226,0
AMB,D,20060508,000000,8.7318,8.7584,8.5412,8.6771,13532,0
AMB,D,20060509,000000,8.6771,8.6771,8.5135,8.568,9294,0
AMB,D,20060510,000000,8.704,8.704,8.568,8.568,16398,0
AMB,D,20060511,000000,8.568,8.6771,8.4857,8.5949,31373,0
AMB,D,20060512,000000,8.6503,8.6771,8.4857,8.5949,6978,0
AMB,D,20060515,000000,8.6226,8.6226,8.0815,8.1915,78763,0
AMB,D,20060516,000000,7.8697,8.3288,7.8697,8.3003,143202,0
AMB,D,20060517,000000,8.0815,8.3817,8.056,8.3566,63469,0
AMB,D,20060518,000000,8.1915,8.3566,8.0815,8.3288,10274,0
AMB,D,20060519,000000,8.1094,8.2726,8.056,8.2465,11279,0
AMB,D,20060522,000000,7.9789,7.9789,7.624,7.8697,27641,0
AMB,D,20060523,000000,7.5481,8.1372,6.4399,8.1372,83527,0
AMB,D,20060524,000000,8.1094,8.1652,7.8697,7.8967,78889,0
AMB,D,20060525,000000,8.0815,8.0815,7.4113,7.9517,31453,0
AMB,D,20060526,000000,8.0281,8.3566,7.8697,8.3566,45118,0
AMB,D,20060529,000000,7.9789,8.3566,7.9789,8.0815,6380,0
AMB,D,20060530,000000,8.0281,8.2726,7.9248,8.1915,4084,0
AMB,D,20060531,000000,8.1915,8.1915,8.1915,8.1915,103,0
AMB,D,20060601,000000,7.8697,8.0815,7.8697,8.0815,10204,0
AMB,D,20060602,000000,8.0815,8.0815,8.0815,8.0815,9871,0
AMB,D,20060605,000000,7.8697,8.1915,7.8697,8.1915,21923,0
AMB,D,20060606,000000,7.8697,8.0815,7.8697,8.0815,10871,0
AMB,D,20060607,000000,8.056,8.056,8.056,8.056,1,0
AMB,D,20060608,000000,8.0002,8.0002,8.0002,8.0002,1,0
AMB,D,20060609,000000,7.8426,8.0815,7.8155,8.0815,10172,0
AMB,D,20060612,000000,7.8155,7.8155,7.5481,7.8155,4671,0
AMB,D,20060613,000000,7.0894,7.3845,7.0617,7.166,17887,0
AMB,D,20060614,000000,7.1161,7.2478,7.1161,7.2478,2115,0
AMB,D,20060616,000000,7.3845,7.3845,7.0617,7.2752,1445,0
AMB,D,20060619,000000,7.0068,7.2202,7.0068,7.2202,2257,0
AMB,D,20060620,000000,7.2202,7.2202,7.2202,7.2202,945,0
AMB,D,20060621,000000,7.2752,7.2752,7.2752,7.2752,743,0
AMB,D,20060622,000000,7.3845,8.0281,7.3845,8.0281,4217,0
AMB,D,20060623,000000,7.5481,7.9789,7.4928,7.7055,2449,0
AMB,D,20060626,000000,7.6518,7.6518,7.6518,7.6518,463,0
AMB,D,20060627,000000,7.3845,7.5204,7.3567,7.4113,3250,0
AMB,D,20060628,000000,7.3567,7.3567,7.166,7.166,3346,0
AMB,D,20060629,000000,7.2478,7.2478,7.1385,7.1934,2058,0
AMB,D,20060630,000000,7.2752,7.5964,7.2202,7.2202,1871,0
AMB,D,20060703,000000,7.3845,7.4928,7.2478,7.33,4670,0
AMB,D,20060704,000000,7.3845,7.5481,7.2752,7.3567,11818,0
AMB,D,20060705,000000,7.5204,7.6518,7.4389,7.4389,10167,0
AMB,D,20060706,000000,7.5964,7.7608,7.4667,7.4667,3477,0
AMB,D,20060707,000000,7.5481,7.7055,7.4667,7.7055,7890,0
AMB,D,20060710,000000,7.4389,8.0281,7.4389,8.0281,5383,0
AMB,D,20060711,000000,7.9248,8.0815,7.6518,8.0815,4097,0
AMB,D,20060712,000000,8.1915,8.1915,8.0815,8.0815,7701,0
AMB,D,20060713,000000,8.1652,8.1652,7.7055,7.7055,1912,0
AMB,D,20060714,000000,7.4389,7.9789,7.4389,7.9789,4207,0
AMB,D,20060717,000000,7.9789,7.9789,7.9789,7.9789,1049,0
AMB,D,20060718,000000,7.9789,7.9789,7.9789,7.9789,122,0
AMB,D,20060719,000000,7.9789,8.0281,7.9789,8.0281,134,0
AMB,D,20060720,000000,8.1372,8.3566,8.1372,8.1915,1640,0
AMB,D,20060721,000000,8.3003,8.3003,8.0815,8.0815,280,0
AMB,D,20060724,000000,7.5481,7.9248,7.5481,7.9248,2978,0
AMB,D,20060725,000000,7.9789,8.1915,7.9248,8.1915,40656,0
AMB,D,20060726,000000,8.2185,8.2185,8.0815,8.1915,38894,0
AMB,D,20060727,000000,8.0815,8.0815,8.0815,8.0815,62619,0
AMB,D,20060728,000000,7.9789,7.9789,7.9517,7.9517,373,0
AMB,D,20060731,000000,7.9517,7.9517,7.7608,7.7608,2795,0
AMB,D,20060801,000000,7.7608,7.7608,7.5964,7.5964,195,0
AMB,D,20060802,000000,7.5964,7.9517,7.5481,7.8697,10805,0
AMB,D,20060803,000000,7.8697,7.9248,7.6795,7.6795,1994,0
AMB,D,20060804,000000,7.7055,7.7055,7.5204,7.6795,670,0
AMB,D,20060807,000000,7.7055,7.7055,7.7055,7.7055,1259,0
AMB,D,20060808,000000,7.7055,7.7055,7.7055,7.7055,77,0
AMB,D,20060809,000000,7.7608,7.7608,7.7608,7.7608,205,0
AMB,D,20060810,000000,7.7608,7.9248,7.5696,7.5696,808,0
AMB,D,20060811,000000,7.5964,7.9248,7.5964,7.9248,266,0
AMB,D,20060814,000000,7.5964,7.8697,7.5964,7.8697,1516,0
AMB,D,20060816,000000,7.8697,7.8697,7.8697,7.8697,318,0
AMB,D,20060817,000000,7.8697,7.9248,7.8697,7.9248,5566,0
AMB,D,20060818,000000,7.9248,7.9248,7.5696,7.5964,1574,0
AMB,D,20060821,000000,7.5964,7.7608,7.5481,7.7608,7924,0
AMB,D,20060822,000000,7.8967,7.8967,7.8967,7.8967,5,0
AMB,D,20060823,000000,7.8967,7.9248,7.5696,7.7608,61004,0
AMB,D,20060824,000000,7.9248,7.9248,7.5481,7.7332,7384,0
AMB,D,20060825,000000,7.8697,7.8697,7.3845,7.3845,15920,0
AMB,D,20060828,000000,7.4113,7.5964,7.3845,7.4389,1842,0
AMB,D,20060829,000000,7.5964,7.5964,7.4667,7.5481,717,0
AMB,D,20060830,000000,7.8967,7.8967,7.6518,7.8155,2316,0
AMB,D,20060831,000000,7.7608,7.8155,7.7608,7.8155,463,0
AMB,D,20060901,000000,7.5481,7.5964,7.4712,7.5481,676,0
AMB,D,20060904,000000,7.5481,7.7055,7.5481,7.7055,546,0
AMB,D,20060905,000000,7.5588,7.8697,7.5534,7.8697,3203,0
AMB,D,20060906,000000,7.8967,7.8967,7.8426,7.8426,3677,0
AMB,D,20060907,000000,7.8697,7.8697,7.8155,7.8155,14522,0
AMB,D,20060908,000000,7.8155,7.8967,7.8155,7.8697,403,0
AMB,D,20060911,000000,7.8967,8.0815,7.8697,7.8697,9536,0
AMB,D,20060912,000000,7.8697,8.0002,7.8697,8.0002,11501,0
AMB,D,20060913,000000,7.8155,8.0002,7.8155,8.0002,347,0
AMB,D,20060914,000000,8.0002,8.0002,7.8475,7.9517,740,0
AMB,D,20060915,000000,7.8697,7.8697,7.8312,7.8312,967,0
AMB,D,20060918,000000,7.8369,7.8369,7.8312,7.8312,817,0
AMB,D,20060919,000000,7.8697,7.8697,7.7608,7.859,879,0
AMB,D,20060920,000000,7.624,7.624,7.4928,7.5964,2844,0
AMB,D,20060921,000000,7.5481,7.8155,7.5042,7.8155,3758,0
AMB,D,20060922,000000,7.5964,7.9248,7.5964,7.9248,3764,0
AMB,D,20060925,000000,7.8967,7.9517,7.5964,7.9517,1798,0
AMB,D,20060926,000000,7.9517,7.9517,7.6624,7.7608,2859,0
AMB,D,20060927,000000,7.8697,7.8697,7.7608,7.7608,2018,0
AMB,D,20060928,000000,7.9016,7.9248,7.8155,7.9182,2719,0
AMB,D,20060929,000000,7.8697,7.9182,7.7608,7.7608,3231,0
AMB,D,20061002,000000,7.7662,7.7662,7.7608,7.7608,929,0
AMB,D,20061003,000000,7.7608,7.7608,7.7608,7.7608,2537,0
AMB,D,20061004,000000,7.7608,7.7608,7.5696,7.6518,2367,0
AMB,D,20061005,000000,7.5696,7.8155,7.5696,7.8155,581,0
AMB,D,20061006,000000,7.5964,7.6518,7.5964,7.5964,480,0
AMB,D,20061009,000000,7.8697,7.8697,7.7055,7.8426,3207,0
AMB,D,20061010,000000,7.8426,8.3497,7.5757,8.3497,13309,0
AMB,D,20061011,000000,8.3003,8.3003,8.0815,8.0815,468,0
AMB,D,20061012,000000,7.9248,8.2414,7.9248,8.2414,1466,0
AMB,D,20061013,000000,8.1372,8.2361,8.1372,8.1915,6190,0
AMB,D,20061016,000000,8.2414,8.438,8.1915,8.4042,7009,0
AMB,D,20061017,000000,8.2682,8.2682,8.225,8.225,2330,0
AMB,D,20061018,000000,8.2569,8.2569,8.2185,8.2465,1822,0
AMB,D,20061019,000000,8.4042,8.4042,8.1915,8.1915,4864,0
AMB,D,20061020,000000,8.1915,8.1915,8.1315,8.1315,257,0
AMB,D,20061023,000000,8.1315,8.1315,7.6795,8.0815,20899,0
AMB,D,20061024,000000,7.7384,8.0815,7.7384,8.0815,8852,0
AMB,D,20061025,000000,7.8475,8.0002,7.8475,7.9248,7004,0
AMB,D,20061026,000000,7.8754,7.9248,7.859,7.8697,137687,0
AMB,D,20061027,000000,7.859,7.859,7.8155,7.8155,2031,0
AMB,D,20061030,000000,7.7384,7.7439,7.5964,7.6795,113678,0
AMB,D,20061031,000000,7.9789,7.9789,7.6409,7.6518,2551,0
AMB,D,20061102,000000,7.6518,7.6795,7.6455,7.6795,13208,0
AMB,D,20061103,000000,7.7055,7.7055,7.5964,7.5964,7501,0
AMB,D,20061106,000000,7.8697,7.8697,7.6518,7.8541,4133,0
AMB,D,20061107,000000,7.8697,7.8697,7.7332,7.7332,4959,0
AMB,D,20061108,000000,7.75,7.75,7.6518,7.7055,75312,0
AMB,D,20061109,000000,7.624,7.6795,7.5588,7.6026,6408,0
AMB,D,20061110,000000,7.6409,7.6455,7.5481,7.5481,4427,0
AMB,D,20061113,000000,7.5204,7.7055,7.4435,7.5481,67349,0
AMB,D,20061114,000000,7.5481,8.0773,7.5481,7.8426,121996,0
AMB,D,20061115,000000,8.0002,8.3176,8.0002,8.0928,28117,0
AMB,D,20061116,000000,8.1372,8.4095,7.9248,8.0175,21645,0
AMB,D,20061117,000000,8.0773,8.0773,7.7332,7.7662,18375,0
AMB,D,20061120,000000,7.7769,7.8155,7.624,7.7608,118567,0
AMB,D,20061121,000000,8.0716,8.0716,7.7332,7.7608,339729,0
AMB,D,20061122,000000,7.8155,7.9517,7.7608,7.9248,215280,0
AMB,D,20061123,000000,7.9248,8.0815,7.9248,8.0445,213258,0
AMB,D,20061124,000000,8.0388,8.0815,7.9248,8.0224,12338,0
AMB,D,20061127,000000,8.0445,8.0815,8.0281,8.0815,213446,0
AMB,D,20061128,000000,8.0815,8.5135,7.941,8.4042,961853,0
AMB,D,20061129,000000,8.5082,9.0272,8.3003,8.8688,426520,0
AMB,D,20061130,000000,8.8135,9.1084,8.6226,8.7318,22310,0
AMB,D,20061201,000000,8.6226,8.9721,8.6226,8.9186,462217,0
AMB,D,20061204,000000,8.9444,8.9444,8.7318,8.8901,310083,0
AMB,D,20061205,000000,8.6771,8.9996,8.6503,8.9996,88660,0
AMB,D,20061206,000000,8.9996,8.9996,8.704,8.9444,25239,0
