<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
2012-05-25,8.9554,8.9554,8.2649,8.2649
2012-05-28,8.2153,8.2153,8.2153,8.2153
2012-05-31,8.2153,8.2153,6.6611,6.6611
2012-06-01,7.1956,7.1956,7.1956,7.1956
2012-06-13,7.1545,7.2777,6.8667,7.1545
2012-06-14,7.1545,7.1545,6.5788,6.7597
2012-06-15,6.768,6.768,6.6611,6.6611
2012-06-18,6.6694,6.6694,6.6528,6.6528
2012-06-19,6.5788,6.5788,6.5378,6.5378
2012-06-20,6.5788,6.5788,6.332,6.332
2012-06-21,6.5788,6.5788,6.3897,6.4801
2012-06-22,6.4884,6.4884,6.1347,6.4555
2012-06-25,6.4884,6.4884,6.4555,6.4555
2012-06-26,6.332,6.332,6.0278,6.332
2012-06-27,6.332,6.332,6.0278,6.332
2012-06-28,6.332,6.332,6.332,6.332
2012-06-29,6.1677,6.1677,5.8469,6.1265
2012-07-02,6.1265,6.1265,5.8304,6.1265
2012-07-03,6.1265,6.1265,5.5508,6.0855
2012-07-04,6.1265,6.1265,6.1265,6.1265
2012-07-05,6.1265,6.1265,5.7976,5.8387
2012-07-06,5.7976,5.7976,5.5098,5.7976
2012-07-09,5.7976,5.7976,5.7976,5.7976
2012-07-10,5.7976,5.7976,5.6907,5.7976
2012-07-11,5.7976,5.7976,5.7976,5.7976
2012-07-12,5.7976,5.7976,5.4686,5.7153
2012-07-13,5.7153,5.7153,5.7153,5.7153
2012-07-16,5.592,5.592,5.592,5.592
2012-07-17,5.633,5.633,5.5015,5.5015
2012-07-19,5.5015,5.5015,5.5015,5.5015
2012-07-20,5.5098,5.5098,5.5098,5.5098
2012-07-24,5.1644,5.5098,5.1644,5.5098
2012-07-26,5.5098,5.5098,5.5098,5.5098
2012-08-01,5.5015,5.5015,5.5015,5.5015
2012-08-06,5.2384,5.4686,5.2384,5.4686
2012-08-07,5.4686,5.4686,5.4686,5.4686
2012-08-08,5.4686,5.4686,5.4686,5.4686
2012-08-09,5.4686,5.4686,5.4686,5.4686
2012-08-10,5.4686,5.4686,4.8683,4.8683
2012-08-13,5.4686,5.4686,5.4686,5.4686
2012-08-14,5.4686,5.4686,5.4686,5.4686
2012-08-16,5.4686,5.4686,5.4686,5.4686
2012-08-17,5.3863,5.3863,5.3863,5.3863
2012-08-20,5.3863,5.3863,5.3863,5.3863
2012-08-21,5.3863,5.3863,5.3863,5.3863
2012-08-22,5.3863,5.3863,5.3863,5.3863
2012-08-23,5.3863,5.3863,5.3863,5.3863
2012-08-24,5.3863,5.3863,5.3863,5.3863
2012-08-27,5.3863,5.3863,5.3863,5.3863
2012-08-28,5.3863,5.3863,5.3863,5.3863
