<TICKER>,<DATE>,<CLOSE>
06N,1997-06-12,85.849
06N,1997-06-13,90.764
06N,1997-06-16,86.668
06N,1997-06-17,78.148
06N,1997-06-18,75.363
06N,1997-06-19,72.906
06N,1997-06-20,72.906
06N,1997-06-23,72.906
06N,1997-06-24,68.073
06N,1997-06-25,68.892
06N,1997-06-26,66.434
06N,1997-06-27,67.254
06N,1997-06-30,68.892
06N,1997-07-01,67.663
06N,1997-07-02,66.844
06N,1997-07-03,68.073
06N,1997-07-04,67.254
06N,1997-07-07,65.615
06N,1997-07-08,66.025
06N,1997-07-09,67.254
06N,1997-07-10,65.615
06N,1997-07-11,64.386
06N,1997-07-14,55.867
06N,1997-07-15,56.686
06N,1997-07-16,55.867
06N,1997-07-17,56.277
06N,1997-07-18,54.72
06N,1997-07-21,53.901
06N,1997-07-22,55.539
06N,1997-07-23,56.277
06N,1997-07-24,56.277
06N,1997-07-25,56.277
06N,1997-07-28,57.096
06N,1997-07-29,59.963
06N,1997-07-30,62.011
06N,1997-07-31,62.011
06N,1997-08-01,61.601
06N,1997-08-04,62.83
06N,1997-08-05,65.206
06N,1997-08-06,64.796
06N,1997-08-07,67.254
06N,1997-08-08,68.482
06N,1997-08-11,67.254
06N,1997-08-12,68.482
06N,1997-08-13,68.073
06N,1997-08-14,67.254
06N,1997-08-18,63.567
06N,1997-08-19,66.434
06N,1997-08-20,65.615
06N,1997-08-21,64.796
06N,1997-08-22,65.615
06N,1997-08-25,63.977
06N,1997-08-26,64.386
06N,1997-08-27,64.386
06N,1997-08-28,64.796
06N,1997-08-29,64.796
06N,1997-09-01,63.567
06N,1997-09-02,63.158
06N,1997-09-03,66.025
06N,1997-09-04,66.434
06N,1997-09-05,70.858
06N,1997-09-08,70.121
06N,1997-09-09,72.496
06N,1997-09-10,72.087
06N,1997-09-11,70.448
06N,1997-09-12,71.677
06N,1997-09-15,72.087
06N,1997-09-16,71.267
06N,1997-09-17,68.892
06N,1997-09-18,71.267
06N,1997-09-19,73.315
06N,1997-09-22,75.363
06N,1997-09-23,74.544
06N,1997-09-24,73.725
06N,1997-09-25,72.496
06N,1997-09-26,70.448
06N,1997-09-29,69.301
06N,1997-09-30,67.663
06N,1997-10-01,67.254
06N,1997-10-02,67.254
06N,1997-10-03,65.615
06N,1997-10-06,66.025
